时间,关键词,表情,内容
20161207,减肥,[惊恐],超想吃爆米花……可现实是我是个正在减肥的胖纸、胖纸、胖纸[惊恐][惊恐][惊恐] ​
20161207,减肥,[摊手],减肥？[摊手][摊手][摊手] ​
20161207,减肥,[挤眼],H＋提高班＋定制三全部＋D4＋实跳D14，训练完有拉伸十五分钟！感觉每天不蹦下浑身难受～[挤眼]@减肥明星赵奕然 ​
20161207,减肥,[二哈],不控制饮食 不运动 养膝盖的两个月 一朝胖回减肥前[二哈] ​
20161207,减肥,[困],重新开始减肥[困][困][困]瘦不过一天 ​
20161207,减肥,"[白眼],[嘻嘻]",下载了一个专门记账的app觉得蛮好用的 等我再用一段时间挺好的 就分享出来[嘻嘻]最近要开始减肥了……[白眼] ​
20161207,减肥,"[泪],[可怜],[二哈],[伤心]",现在大晚上的不能看吃的图，因为姐最近永远是这几样，完全吃不饱呀……我要回北京寄己做个辣椒炒猪肉，辣椒炒牛肉，反正我要回去吃肉～饿的睡不着了……[泪][泪][泪]不是我减肥，而是食堂就这几样。好饿呀～审计[二哈]伤不起～满脑子都是吃的……[可怜][可怜][可怜][伤心][伤心][伤心] ​
20161207,减肥,[月亮],[月亮]立个减肥的flag… ​
20161207,减肥,[污],跳操第3天，hp／定制3完整，累的要虚脱了。总算留了一点汗[污]@减肥明星赵奕然 @ER团队-何小鹏教练 ​
20161207,减肥,[微笑],于是减肥提上了日程[微笑]我们的目标是腿细有腹肌[微笑] ​
20161207,减肥,[悲伤],我要减肥！再吃下去都成猪了[悲伤][悲伤][悲伤] ​
20161207,减肥,"[太阳],[坏笑],[二哈]",[doge]其实我想说的是……酒这个东西吧……真的减肥[doge]只有在酒后的清晨才觉得自己真的瘦了！[坏笑][坏笑][坏笑]清晨[太阳]看到马甲线的自己不要惊讶！[二哈][二哈][二哈] 济南·Whisky Library ​
20161207,减肥,[愤怒],恐怖！明年不减肥不是人！！！[愤怒][愤怒][愤怒] ​
20161207,减肥,[鼻涕虫],挨饿这事，干得好[鼻涕虫]就叫减肥；掐人这事，干得好就叫按摩；发呆这事，干得好就叫深沉；偷懒这事，干得好就叫享受；死皮赖脸这事，干得好就叫执着；装傻这事，如果干的好，那叫大智若愚。 ​
20161207,减肥,"[抓狂],[色]",[色]对于我这种既管不住嘴又懒得要死的人，没有继续发胖已经算是在减肥了[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂] ​
20161207,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了[微笑] ​
20161207,减肥,[摊手],发觉自己糸一个自带矛盾体嘅人 有阿姨煮饭就中意食外卖 依家阿姨踢炮唔捞就想食住家饭 唉～都糸直接唔食就当糸减肥[摊手] ​
20161207,减肥,[月亮],好饿！减肥！睡觉！晚安赵金杰！[月亮] ​
20161207,减肥,"[惊讶],[下],[思考],[惊恐]",#减肥那点事儿# 很多人不知道内脂是什么[思考]油脂 即是内脂，也就是内脏脂肪内脂就是包围五脏六腑的肥油脂肪，为什么肚子那么大，里面究竟是什么[惊讶]内脂过高会出现:心脑血管疾病和糖尿病脂肪肝癌症的元凶[惊恐]。看到它就看到自己了，你确定胖是福吗？🙈看图片[下] 深圳 ​
20161207,减肥,"[强],[哈哈]",我的肉啊🙃🙃🙃好吧吃饱了再减肥[笑cry]对于美食真的没有抵抗力🙄 真哒很美味哈哈🙈吃货节黑卡真哒是个好东西呐[强] 中午一顿晚上一顿 吼吼 开森哇[哈哈]@阜阳栖巢咖啡 @阜阳吃货节 阜阳·栖巢咖啡 ​
20161207,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了[微笑] ​
20161207,减肥,[馋嘴],去他妈的减肥 烧烤真好吃[馋嘴] ​
20161207,减肥,[兔子],通宵复习是因为平时就没听过课 拼命减肥是因为吃零食从来不会控制 分手了才开始后悔是因为之前没有给足够的关心 于是别人开始钦佩你的勤劳同情你的遭遇 可是只有你知道 你所有的痛苦都是罪有应得[兔子][兔子][兔子][兔子][兔子] ​
20161207,减肥,"[大雄微笑],[疑问]",[疑问]美食是女人最大的天敌 不是我不想减肥 是敌人太过于强大了 ![大雄微笑][大雄微笑][大雄微笑][大雄微笑][大雄微笑][大雄微笑] ​
20161207,减肥,[眼泪],又买了几本书，极简经济学、21世纪资本论、非典型总统特朗普。这是转移阵地的样子啊[眼泪]PS，减肥不易，且减且珍惜[眼泪] ​
20161207,减肥,[鼓掌],[鼓掌][鼓掌]找一个健身男票 你就有动力去减肥了[bm中枪][bm中枪][bm中枪][bm中枪][bm中枪][bm中枪][bm中枪][bm中枪] ​
20161207,减肥,"[强],[可怜],[奋斗]",〖艾艾贴〗宫寒 减肥灸同步 很多亲们一直想尝试但是又嫌弃麻烦[可怜] 我想说的是 身体是自己的 只有拥有健康的身体[强] 才能更好的去实现自己的理想 目标[奋斗] 秒拍视频 . ​
20161207,减肥,[挤眼],[xkl哈哈哈]对于我这种既管不住嘴又懒得要死的人，没有继续发胖已经算是在减肥了[挤眼] ​
20161207,减肥,[猪头],上班以后发现减肥已经是不可能的事儿 每天领导请吃饭 客户请吃饭 同事请吃饭……所以的社交都是吃饭[猪头] ​
20161207,减肥,[白眼],[白眼]美食是女人最大的天敌 不是我不想减肥 是敌人太过于强大了 ![xkl怒火][xkl怒火][xkl怒火][xkl怒火] ​
20161207,减肥,[不要],【减肥食谱三】早餐：酱豆腐、蒸蛋羹、半个馒头 。中餐：凉拌西兰花、清蒸鱼、青椒冬笋丁，米[不要]饭半碗。晚餐：凉拌青笋，麻婆豆腐，酸辣藕片，小米粥一碗。 ​
20161207,减肥,"[噢耶],[污],[二哈],[羞嗒嗒]",现在想想那些渣……我当初怎么会看上他[二哈][二哈][二哈]果然啊男生数量少了，导致我看人的质量都极速下降了[污][污][污]记得最最开始喜欢的那个小男生可是近乎完美的啊！[噢耶]该减减肥了……明年夏天好见他[羞嗒嗒] ​
20161207,减肥,"[喵喵],[苹果]",减肥第一天，留下满身的罐子印……晚餐说好的一个[苹果]赶上爹地大人请客[喵喵]所以总结一下就是第一天失败[笑cry] 通辽·科尔沁区 ​
20161207,减肥,[白眼],想做一个酷酷的女生，你给我减肥去[白眼] 武汉·武昌区 ​
20161207,减肥,[心],减肥少女的深夜食堂[心]只能望图充饥🙊 临沂·大学城 ​
20161207,减肥,[污],没有什么是一顿食解决不了的，生蚝我只服这家，还有最爱的秋刀鱼，不想说这是一个人量[污]减肥明天见 ​
20161207,减肥,[二哈],过了嘴瘾后，回来罚自己做了半小时郑多燕减肥操[二哈] ​
20161207,减肥,[黑线],L➕提高d2实跳12，定制三全部，依旧是特别渴，我发现冲刺时候对着玻璃或者窗户啥的会更带劲，可以看见自己的动作幅度大不大肉有没有甩起来，体重好几天保持不动了，教练说不要每天都称[黑线]@ER团队_Andy教练 @减肥明星赵奕然 @减肥明星赵奕然 @ER团队_Andy教练 ​
20161207,减肥,[哼],加班挺晚回家，饿过了劲儿。想减肥？进家就是亲妈做的各种硬菜一直到吃撑～～[哼] ​
20161207,减肥,"[泪],[可爱]",我染了个有点绿又不是很绿的头发，我好像有点喜欢某个人[可爱][可爱][可爱]我要加油减肥了[泪][泪][泪] ​
20161207,减肥,"[加油],[猪头]",周六开始，实行21天减肥法[猪头][猪头][猪头][加油][加油][加油] 合肥·蜀山区 ​
20161207,减肥,[困],[困][困]对于我这种既管不住嘴又懒得要死的人，没有继续发胖已经算是在减肥了[bm会心笑][bm会心笑][bm会心笑][bm会心笑][bm会心笑][bm会心笑] ​
20161207,减肥,[摊手],我不服[摊手][摊手]天天运动减肥[摊手][摊手]然而都没有天天躺在床上的舍友瘦的快[摊手][摊手]我不服[摊手][摊手] 邯郸·雪驰 ​
20161207,减肥,[摊手],我真的他妈要减肥了！刚刚吃下一碗UFO好想吐[摊手] ​
20161207,减肥,[污],必须要减肥，可是好他妈饿啊。（他妈只是语气助词，宝宝从不说脏话[污]） ​
20161207,减肥,[二哈],fuck of the 肥胖 减肥[二哈] 南通·姚港路 ​
20161207,减肥,[可怜],[可怜][可怜][可怜]有种女孩 脑袋里只想两件事 减肥和吃[xkl怒火][xkl怒火][xkl怒火][xkl怒火][xkl怒火][xkl怒火][xkl怒火] ​
20161207,减肥,"[睡],[泪]",9杯红酒彻底不受控制[睡]和妈妈视频信号不好。给妈妈大家照片，妈妈问我是不是瘦了好多。还说觉得不好看了。每天在电话里各种嫌弃我胖叫我减肥的妈妈还是觉得我瘦了不好看，好想回家啊[泪][泪][泪] 广州 ​
20161207,减肥,[星星],南京·减肥药[星星][星星][星星][星星][星星]吸收面窄，像豆芽菜。一条细丝，怎能长大？一棵树[lt切克闹]要成长，根须吸收面广，才能长成参天大树。——李可染 ​
20161207,减肥,[亲亲],[亲亲]下决心减肥坚持不到一礼拜就放弃了 保证不迟到第二天依旧睡过头 许诺对自己好点 可抽烟熬夜乱吃东西啥也没改 说好的忘了你不联系 可难过起来电话还是拨了出去 人最没用 莫过于对自己不负责 连答应自己的事都办不到 还总抱怨全世界都在欺骗你 .[bm反对][bm反对][bm反对] ​
20161207,减肥,"[摊手],[祈祷]",不能再吃加班餐了…明年还要当两次伴娘[摊手] 第三&四次…求减肥成功妙计[祈祷] ​
20161207,减肥,"[胜利],[蝴蝶结]",[蝴蝶结] 瘦身奶片反馈[蝴蝶结] 一片两斤很正常的幅度 每个吃奶片的记得主动反馈沟通 吸收好或不好都要反馈 可以知道你的问题出在哪里[胜利] #要么美要么变美##瘦身##减肥# 邵阳·大祥区 ​
20161207,减肥,"[眼泪],[黑线]",减肥[眼泪][黑线][黑线] ​
20161207,减肥,[微笑],惊坐起！[微笑]看来真的要减肥了 ​
20161207,减肥,"[喵喵],[二哈]",最近要加油努力减肥了[喵喵][doge][二哈] 太原·冰淇淋 ​
20161207,减肥,[微笑],看到这一段的时候我凝固了大概五秒钟 然后默默放下了手中筷子 很棒了 就置顶这张动图了 爱您 谢谢您督促我减肥[微笑] ​
20161207,减肥,[月亮],果然，世界上最难做到的四件事——减肥、早睡、早起、让喜欢的人也喜欢自己。[月亮] ​
20161207,减肥,[加油],@减肥明星赵奕然 C+D27+提高班D10+定制4全部（56分鐘），今天白天好热啊，流汗有点多[加油][加油][加油] ​
20161207,减肥,"[污],[太开心]",[太开心][太开心][太开心]新兵蛋子第一天报道@减肥明星赵奕然 ，坚持跳完，出汗很少，手忙脚乱[污][污]，不协调呐[污]，为了更好的自己加油吧 ​
20161207,减肥,[月亮],送给减肥的你们[月亮][月亮][月亮] ​
20161207,减肥,[二哈],瞧你一脸凶狠样，你一爪子下去，奶奶几百大洋没有了，减肥第6天，哈哈，明天又要吃大餐了，怎么办[二哈][二哈] ​
20161207,减肥,[闪电],嗯，明天开始减肥，瘦成一道闪电[闪电]️ ​
20161207,减肥,[眼泪],励志哥震撼的我呀，[眼泪] 以后一定要控制食量，减肥一定很辛苦 ​
20161207,减肥,"[惊恐],[怒骂]",[怒骂]讨厌[惊恐]减肥 杭州·萧山区 ​
20161207,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了[微笑]所以，满足，可以继续吃了 ​
20161207,减肥,"[抓狂],[泪]",肥了好多[泪][泪][泪]，减肥减肥，可惜太懒了[抓狂][抓狂][抓狂]。。。 广州·海珠区 ​
20161207,减肥,[拳头],[拳头][拳头]减肥的来来来‼ ️‼️ ‼️ ‼ ️‼️ ‼️ ​
20161207,减肥,[摊手],管不住嘴也迈不开腿[摊手][摊手]因为我也根本不需要减肥啊哈哈哈 ​
20161207,减肥,[拜拜],#深夜发吃# 我觉得我只有离家出走才能减肥了[拜拜] ​
20161207,减肥,"[左上],[右上],[哈哈]",十一月初一开始，早餐煮挂面条，有时候加一个鸡蛋，午餐泡玉米片或者红豆薏米粉，晚餐不吃。减肥生涯，在此记录一下，坚持到底，要么瘦要么死，加油[左上](^ω^)[右上]加油！[哈哈][哈哈] 梅河口市 ​
20161207,减肥,"[钱],[火焰]",#涵曦婴儿针精华###涵曦团队####涵曦双十一抽奖##减肥# [火焰][火焰]进账[5]️[0]️[0]️[0]️[钱]‼️辛苦我的珊珊大将‼️一边忙线下实体店一边给线上基层宝宝放大招‼️来不及算账只管给[钱]订货‼️没关系‼️有我给你备粮‼️‼️‼️ 南充·南门坝 ​
20161207,减肥,[白眼],减肥第三天，成功。那个探探还是挺好玩的，你看上的也看上你，然后配对成功。当然，乐趣就在这儿停住了。。唉~要是，配对成功之后，直接开好房就最好了，说那么多没用的，太耽误时间[白眼] ​
20161207,减肥,[微笑],与Wuli茜妞的第N次电影，终于不是在下雨天进行，本人得拍照技术真的是一日不如一日，吃完这顿，就好好减肥吧，希望这次是真的[微笑] ​
20161207,减肥,[眼泪],对于我这种既管不住嘴又懒得要死的人，没有继续发胖已经算是在减肥了。[眼泪][眼泪][眼泪] 成都·双流县 ​
20161207,减肥,[蛋糕],别减肥了，在北京好好的吃吃吃喝喝喝。生日快乐  @-阿麗説- [蛋糕] ​
20161207,减肥,[可爱],感觉又胖了，又得减肥了，怎么那么容易胖呀，得少吃呀！否则后果很严重……[可爱][可爱][可爱][可爱][可爱] ​
20161207,减肥,[熊猫],瘦瘦的小仙女减肥记[熊猫][熊猫]DAY4 南京·南京工程学院 ​
20161208,减肥,[微笑],我饿的，晚上没吃饭。。一个很简单的问题，真正爱你的人会说，想吃什么？给你送过去，或者给你叫个外卖吧！而有的人会说，饿着吧，正好你也得减肥！这就是区别。晚安[微笑][微笑][微笑] ​
20161208,减肥,[星星],南京·减肥药[星星][星星][星星][星星][星星]，永远其实并不远，它其实只是一个瞬间，一个眨眼的瞬间，落叶离开树? ​
20161208,减肥,[摊手],某人突发奇想要去吃好吃的然后就去了呗  然后发现我们四个是能吃  感觉脸是真的圆了 这可如何是好  说好的晚上不吃饭减肥呢[摊手][摊手][摊手][摊手]@回憶裡s @墨岚花 @我是猴子0 ​
20161208,减肥,"[泪],[拜拜]",我想吃自助，可是舍友不去，她们不去[泪][泪][泪]哎，减肥吧[拜拜] ​
20161208,减肥,"[偷笑],[樱花]",#明星热门话题##热门歌曲# [樱花]推荐个综艺节目给大家，特搞笑[偷笑]@美容美发美甲坊 @微博大明星 @女性健康减肥养生 @冬冬营养美食生活 @全球时尚 惠州·博罗县 秒拍视频 . ​
